venda_id,cliente_id,produto_id,quantidade,data_venda,nome_x,categoria,preco_unitario,nome_y,idade,genero,cidade
247,151,35,2,2024-09-09,Produto 35,Alimentos,130.57,João Felipe Martins,26,FEMININO,Belém
248,107,28,2,2023-05-26,Produto 28,Alimentos,355.55,Arthur Moura,18,FEMININO,Belém
249,18,7,8,2024-02-28,Produto 7,Alimentos,275.23,Augusto Alves,39,MASCULINO,Belém
250,38,32,2,2024-08-30,Produto 32,Alimentos,128.12,Vitor Nunes,68,FEMININO,São Paulo
251,115,11,9,2024-04-01,Produto 11,Limpeza,419.3,Sr. Leonardo Jesus,52,FEMININO,Belém
252,15,10,1,2023-07-21,Produto 10,Higiene,345.57,Camila Nogueira,57,FEMININO,Manaus
253,192,9,9,2023-07-31,Produto 9,Alimentos,484.48,Ana Luiza Silva,56,MASCULINO,Fortaleza
254,119,14,1,2023-01-06,Produto 14,Eletrônicos,215.92,Luna Pires,59,FEMININO,Belém
255,28,13,2,2024-09-15,Produto 13,Alimentos,420.05,Maria Castro,39,FEMININO,Fortaleza
256,39,25,6,2024-01-11,Produto 25,Eletrônicos,454.31,Luiz Otávio Nascimento,61,FEMININO,Rio de Janeiro
257,185,2,6,2024-03-22,Produto 2,Eletrônicos,465.81,Lucas Gabriel Nascimento,61,FEMININO,Belém
258,17,35,1,2023-04-16,Produto 35,Alimentos,130.57,Dra. Raquel Oliveira,20,FEMININO,Fortaleza
259,86,7,7,2024-10-12,Produto 7,Alimentos,275.23,Dr. Luigi Campos,31,MASCULINO,Belém
260,126,21,8,2024-02-05,Produto 21,Alimentos,292.75,Dr. Thomas Santos,29,FEMININO,Belém
261,44,18,2,2023-04-06,Produto 18,Alimentos,77.57,Dr. Murilo Monteiro,24,MASCULINO,São Paulo
262,25,3,8,2024-01-23,Produto 3,Alimentos,487.25,Miguel Nunes,38,FEMININO,Manaus
263,145,42,9,2024-03-27,Produto 42,Higiene,342.11,Alana Rodrigues,18,FEMININO,São Paulo
264,13,39,6,2024-02-20,Produto 39,Bebidas,384.76,Lorena Duarte,41,MASCULINO,Rio de Janeiro
265,25,41,5,2024-12-26,Produto 41,Eletrônicos,373.38,Miguel Nunes,38,FEMININO,Manaus
266,68,49,9,2024-05-18,Produto 49,Eletrônicos,402.04,Vitor Gabriel Pereira,57,FEMININO,São Paulo
267,138,11,9,2024-03-29,Produto 11,Limpeza,419.3,Maitê Freitas,52,MASCULINO,Belém
268,67,39,1,2023-10-18,Produto 39,Bebidas,384.76,Alexandre Costa,67,FEMININO,São Paulo
269,109,24,3,2024-06-17,Produto 24,Alimentos,122.16,Felipe Silveira,25,MASCULINO,São Paulo
270,146,46,9,2023-07-12,Produto 46,Higiene,46.03,Joana Pereira,22,MASCULINO,São Paulo
271,111,19,2,2023-05-30,Produto 19,Higiene,259.1,Dr. Vicente Araújo,28,FEMININO,Manaus
272,111,4,4,2024-05-29,Produto 4,Limpeza,497.99,Dr. Vicente Araújo,28,FEMININO,Manaus
273,34,26,4,2024-01-28,Produto 26,Higiene,297.98,Dr. Igor Moura,45,MASCULINO,Rio de Janeiro
274,111,38,2,2023-11-12,Produto 38,Higiene,371.78,Dr. Vicente Araújo,28,FEMININO,Manaus
275,8,42,3,2023-03-17,Produto 42,Higiene,342.11,Mirella Barros,56,MASCULINO,Belém
276,168,32,3,2024-08-21,Produto 32,Alimentos,128.12,Maria Fernanda Sales,62,FEMININO,Fortaleza
277,113,39,1,2023-09-27,Produto 39,Bebidas,384.76,Enzo Gabriel Farias,34,MASCULINO,Manaus
278,83,45,6,2023-08-13,Produto 45,Limpeza,241.47,Beatriz Lima,65,FEMININO,Fortaleza
279,42,46,8,2024-06-13,Produto 46,Higiene,46.03,Kaique Alves,54,MASCULINO,Rio de Janeiro
280,169,36,3,2023-04-23,Produto 36,Limpeza,205.58,Srta. Caroline Farias,32,MASCULINO,Rio de Janeiro
281,101,40,5,2023-09-08,Produto 40,Eletrônicos,412.28,Dr. Augusto Aragão,62,FEMININO,São Paulo
282,6,37,1,2023-08-21,Produto 37,Limpeza,287.88,Lucas Freitas,25,MASCULINO,Fortaleza
283,180,33,7,2024-12-14,Produto 33,Higiene,168.48,Vitor Souza,59,FEMININO,Rio de Janeiro
284,26,36,1,2023-03-24,Produto 36,Limpeza,205.58,Rebeca da Cunha,50,FEMININO,Belém
285,64,3,9,2023-05-05,Produto 3,Alimentos,487.25,Srta. Juliana Araújo,31,FEMININO,Fortaleza
286,187,9,8,2023-06-24,Produto 9,Alimentos,484.48,Thales Fogaça,37,FEMININO,São Paulo
287,184,8,7,2023-03-10,Produto 8,Higiene,354.39,Isabelly Fogaça,45,MASCULINO,São Paulo
288,59,33,7,2023-02-16,Produto 33,Higiene,168.48,Natália Ribeiro,24,FEMININO,Manaus
289,109,6,5,2023-09-13,Produto 6,Eletrônicos,369.83,Felipe Silveira,25,MASCULINO,São Paulo
290,198,41,5,2024-12-27,Produto 41,Eletrônicos,373.38,Heitor Campos,58,MASCULINO,Belém
291,121,39,5,2023-01-30,Produto 39,Bebidas,384.76,Isabel da Rosa,58,MASCULINO,Fortaleza
292,33,4,1,2023-10-08,Produto 4,Limpeza,497.99,Gabriela Araújo,59,FEMININO,Manaus
293,181,13,8,2023-08-25,Produto 13,Alimentos,420.05,Otávio Cavalcanti,62,FEMININO,São Paulo
294,150,49,1,2023-09-05,Produto 49,Eletrônicos,402.04,Maysa Fogaça,44,FEMININO,Belém
295,21,2,4,2024-01-03,Produto 2,Eletrônicos,465.81,Francisco da Cruz,61,FEMININO,Fortaleza
296,198,5,9,2024-05-09,Produto 5,Bebidas,32.66,Heitor Campos,58,MASCULINO,Belém
297,70,44,9,2023-01-25,Produto 44,Alimentos,203.11,Luiz Felipe Sales,19,MASCULINO,Manaus
298,112,27,5,2024-08-08,Produto 27,Higiene,178.36,Ana Alves,68,MASCULINO,São Paulo
299,4,32,4,2024-12-18,Produto 32,Alimentos,128.12,Giovanna Aragão,32,MASCULINO,Belém
300,94,21,3,2024-05-04,Produto 21,Alimentos,292.75,Fernando Aragão,41,FEMININO,Fortaleza
301,75,8,3,2024-05-08,Produto 8,Higiene,354.39,Sabrina Nascimento,35,MASCULINO,Manaus
302,190,38,5,2023-11-10,Produto 38,Higiene,371.78,Rafael Novaes,45,MASCULINO,Rio de Janeiro
303,62,8,1,2024-08-28,Produto 8,Higiene,354.39,Vicente Lopes,64,MASCULINO,Fortaleza
304,94,50,5,2024-01-10,Produto 50,Alimentos,489.06,Fernando Aragão,41,FEMININO,Fortaleza
305,95,3,6,2024-09-30,Produto 3,Alimentos,487.25,Ana Fernandes,43,MASCULINO,São Paulo
306,152,44,7,2023-01-25,Produto 44,Alimentos,203.11,Pedro Henrique Vieira,32,FEMININO,Fortaleza
307,55,3,9,2023-11-30,Produto 3,Alimentos,487.25,Dr. Lucas Gabriel Dias,19,MASCULINO,Manaus
308,137,22,3,2023-12-21,Produto 22,Alimentos,432.25,Daniela da Costa,44,FEMININO,Manaus
309,131,6,2,2023-04-26,Produto 6,Eletrônicos,369.83,Srta. Isabelly Cavalcanti,41,MASCULINO,Belém
310,31,2,3,2023-02-17,Produto 2,Eletrônicos,465.81,Noah Aragão,66,MASCULINO,Belém
311,40,23,9,2023-04-09,Produto 23,Limpeza,440.78,Heitor Lopes,69,FEMININO,São Paulo
312,36,44,7,2024-04-03,Produto 44,Alimentos,203.11,Rafael Rezende,32,MASCULINO,Manaus
313,152,2,9,2024-06-06,Produto 2,Eletrônicos,465.81,Pedro Henrique Vieira,32,FEMININO,Fortaleza
314,6,38,2,2024-08-19,Produto 38,Higiene,371.78,Lucas Freitas,25,MASCULINO,Fortaleza
315,66,17,5,2024-02-09,Produto 17,Eletrônicos,446.49,Thiago Silva,53,FEMININO,Fortaleza
316,75,35,4,2023-08-02,Produto 35,Alimentos,130.57,Sabrina Nascimento,35,MASCULINO,Manaus
317,4,34,2,2024-11-15,Produto 34,Limpeza,220.05,Giovanna Aragão,32,MASCULINO,Belém
318,79,23,9,2024-05-17,Produto 23,Limpeza,440.78,Renan Lopes,27,FEMININO,Fortaleza
319,134,30,9,2024-12-21,Produto 30,Limpeza,192.1,Dr. Guilherme Moreira,61,MASCULINO,São Paulo
320,118,8,6,2024-03-23,Produto 8,Higiene,354.39,Ana Julia Nogueira,22,MASCULINO,Belém
321,113,22,6,2024-07-29,Produto 22,Alimentos,432.25,Enzo Gabriel Farias,34,MASCULINO,Manaus
322,94,44,8,2023-09-15,Produto 44,Alimentos,203.11,Fernando Aragão,41,FEMININO,Fortaleza
323,179,36,6,2023-05-01,Produto 36,Limpeza,205.58,Dr. Guilherme Fernandes,19,FEMININO,Belém
324,62,5,1,2023-02-23,Produto 5,Bebidas,32.66,Vicente Lopes,64,MASCULINO,Fortaleza
325,185,13,4,2023-11-27,Produto 13,Alimentos,420.05,Lucas Gabriel Nascimento,61,FEMININO,Belém
326,194,29,7,2023-08-29,Produto 29,Limpeza,243.43,Daniela Silva,18,FEMININO,Belém
327,79,31,2,2024-06-13,Produto 31,Eletrônicos,354.02,Renan Lopes,27,FEMININO,Fortaleza
328,136,47,9,2024-04-27,Produto 47,Eletrônicos,266.54,Isabella da Costa,39,FEMININO,Fortaleza
329,26,16,8,2023-07-06,Produto 16,Alimentos,201.34,Rebeca da Cunha,50,FEMININO,Belém
330,179,42,8,2024-10-17,Produto 42,Higiene,342.11,Dr. Guilherme Fernandes,19,FEMININO,Belém
331,173,30,7,2023-09-19,Produto 30,Limpeza,192.1,Alana das Neves,30,FEMININO,Rio de Janeiro
332,44,16,4,2023-12-30,Produto 16,Alimentos,201.34,Dr. Murilo Monteiro,24,MASCULINO,São Paulo
333,133,12,2,2024-05-05,Produto 12,Bebidas,434.1,Cecília da Paz,52,MASCULINO,São Paulo
334,70,17,3,2024-03-06,Produto 17,Eletrônicos,446.49,Luiz Felipe Sales,19,MASCULINO,Manaus
335,154,16,6,2023-08-27,Produto 16,Alimentos,201.34,Dra. Clarice Fernandes,43,MASCULINO,Manaus
336,118,12,5,2023-10-31,Produto 12,Bebidas,434.1,Ana Julia Nogueira,22,MASCULINO,Belém
337,68,8,8,2023-10-25,Produto 8,Higiene,354.39,Vitor Gabriel Pereira,57,FEMININO,São Paulo
338,19,20,6,2023-03-17,Produto 20,Alimentos,120.45,Benjamin Monteiro,19,FEMININO,Belém
339,20,3,6,2024-11-30,Produto 3,Alimentos,487.25,João Vitor da Rosa,41,MASCULINO,Rio de Janeiro
340,113,16,1,2023-11-29,Produto 16,Alimentos,201.34,Enzo Gabriel Farias,34,MASCULINO,Manaus
341,140,30,4,2024-10-03,Produto 30,Limpeza,192.1,Camila Caldeira,52,FEMININO,São Paulo
342,47,45,5,2024-04-18,Produto 45,Limpeza,241.47,Bruno Santos,56,FEMININO,Manaus
343,1,23,3,2023-10-10,Produto 23,Limpeza,440.78,Sr. Emanuel Costela,56,FEMININO,Rio de Janeiro
344,90,28,9,2024-08-13,Produto 28,Alimentos,355.55,Diego Martins,33,MASCULINO,Rio de Janeiro
345,142,40,1,2023-03-13,Produto 40,Eletrônicos,412.28,Sofia Vieira,64,FEMININO,Fortaleza
346,64,5,6,2023-09-20,Produto 5,Bebidas,32.66,Srta. Juliana Araújo,31,FEMININO,Fortaleza
347,38,20,6,2024-12-03,Produto 20,Alimentos,120.45,Vitor Nunes,68,FEMININO,São Paulo
348,37,40,5,2024-07-28,Produto 40,Eletrônicos,412.28,Natália Dias,64,FEMININO,São Paulo
349,126,44,5,2023-01-12,Produto 44,Alimentos,203.11,Dr. Thomas Santos,29,FEMININO,Belém
350,139,1,5,2023-05-21,Produto 1,Eletrônicos,61.16,Sr. Pedro da Rocha,18,FEMININO,São Paulo
351,100,30,6,2024-07-08,Produto 30,Limpeza,192.1,Mariana Moura,32,FEMININO,São Paulo
352,77,21,8,2023-01-17,Produto 21,Alimentos,292.75,Clara Nascimento,61,MASCULINO,São Paulo
353,3,20,2,2023-03-04,Produto 20,Alimentos,120.45,Cauê Ferreira,46,MASCULINO,São Paulo
354,161,6,6,2023-09-10,Produto 6,Eletrônicos,369.83,Stephany Moreira,69,FEMININO,Fortaleza
355,134,22,1,2024-04-09,Produto 22,Alimentos,432.25,Dr. Guilherme Moreira,61,MASCULINO,São Paulo
356,178,18,4,2024-01-11,Produto 18,Alimentos,77.57,Marcos Vinicius da Costa,45,FEMININO,São Paulo
357,10,8,3,2024-06-03,Produto 8,Higiene,354.39,Marina Moraes,40,FEMININO,Belém
358,5,39,9,2023-03-31,Produto 39,Bebidas,384.76,Thomas Alves,60,FEMININO,Manaus
359,151,32,3,2024-12-20,Produto 32,Alimentos,128.12,João Felipe Martins,26,FEMININO,Belém
360,138,33,6,2024-09-21,Produto 33,Higiene,168.48,Maitê Freitas,52,MASCULINO,Belém
361,172,16,1,2023-06-24,Produto 16,Alimentos,201.34,Cecília da Cruz,53,MASCULINO,São Paulo
362,130,12,6,2023-03-17,Produto 12,Bebidas,434.1,Sra. Stella Fernandes,40,MASCULINO,Fortaleza
363,13,38,4,2024-09-04,Produto 38,Higiene,371.78,Lorena Duarte,41,MASCULINO,Rio de Janeiro
364,168,34,8,2024-10-24,Produto 34,Limpeza,220.05,Maria Fernanda Sales,62,FEMININO,Fortaleza
365,130,14,9,2024-02-04,Produto 14,Eletrônicos,215.92,Sra. Stella Fernandes,40,MASCULINO,Fortaleza
366,84,36,4,2023-03-12,Produto 36,Limpeza,205.58,Pietra Azevedo,32,MASCULINO,Fortaleza
367,65,33,6,2023-06-29,Produto 33,Higiene,168.48,Bryan Sales,34,MASCULINO,Rio de Janeiro
368,63,23,1,2023-05-04,Produto 23,Limpeza,440.78,Dr. Kevin Campos,52,FEMININO,Manaus
369,101,50,4,2024-01-16,Produto 50,Alimentos,489.06,Dr. Augusto Aragão,62,FEMININO,São Paulo
370,73,45,7,2023-10-20,Produto 45,Limpeza,241.47,Bárbara da Cruz,21,FEMININO,São Paulo
371,17,2,1,2023-07-14,Produto 2,Eletrônicos,465.81,Dra. Raquel Oliveira,20,FEMININO,Fortaleza
372,9,41,8,2023-08-16,Produto 41,Eletrônicos,373.38,Paulo Teixeira,36,FEMININO,Fortaleza
373,143,21,6,2024-03-06,Produto 21,Alimentos,292.75,Otávio Freitas,31,MASCULINO,São Paulo
374,152,2,5,2024-03-11,Produto 2,Eletrônicos,465.81,Pedro Henrique Vieira,32,FEMININO,Fortaleza
375,38,27,9,2024-04-05,Produto 27,Higiene,178.36,Vitor Nunes,68,FEMININO,São Paulo
376,163,9,2,2024-09-09,Produto 9,Alimentos,484.48,Gustavo Ferreira,21,FEMININO,Manaus
377,94,1,5,2023-01-21,Produto 1,Eletrônicos,61.16,Fernando Aragão,41,FEMININO,Fortaleza
378,95,11,6,2023-03-05,Produto 11,Limpeza,419.3,Ana Fernandes,43,MASCULINO,São Paulo
379,49,3,7,2023-06-14,Produto 3,Alimentos,487.25,João Miguel Nogueira,21,MASCULINO,Rio de Janeiro
380,69,23,5,2023-01-27,Produto 23,Limpeza,440.78,Otávio Campos,21,FEMININO,Rio de Janeiro
381,62,26,9,2023-11-07,Produto 26,Higiene,297.98,Vicente Lopes,64,MASCULINO,Fortaleza
382,188,4,1,2023-10-12,Produto 4,Limpeza,497.99,Sophia Martins,47,FEMININO,São Paulo
383,178,18,7,2024-10-21,Produto 18,Alimentos,77.57,Marcos Vinicius da Costa,45,FEMININO,São Paulo
384,78,6,7,2023-10-08,Produto 6,Eletrônicos,369.83,Sr. Enzo Araújo,51,FEMININO,Rio de Janeiro
385,117,35,4,2023-06-13,Produto 35,Alimentos,130.57,Anthony Cunha,50,FEMININO,Belém
386,120,22,9,2023-08-12,Produto 22,Alimentos,432.25,Ana Luiza da Cruz,56,FEMININO,Rio de Janeiro
387,137,43,5,2023-05-26,Produto 43,Limpeza,122.57,Daniela da Costa,44,FEMININO,Manaus
388,162,15,4,2023-01-30,Produto 15,Limpeza,115.18,Vitor Hugo Fogaça,49,FEMININO,Manaus
389,76,22,7,2023-02-14,Produto 22,Alimentos,432.25,Dr. Pedro Henrique Aragão,43,FEMININO,Fortaleza
390,35,37,4,2024-04-15,Produto 37,Limpeza,287.88,Yago Dias,33,MASCULINO,São Paulo
391,1,42,3,2023-02-03,Produto 42,Higiene,342.11,Sr. Emanuel Costela,56,FEMININO,Rio de Janeiro
392,40,12,9,2024-10-14,Produto 12,Bebidas,434.1,Heitor Lopes,69,FEMININO,São Paulo
393,64,47,8,2024-03-02,Produto 47,Eletrônicos,266.54,Srta. Juliana Araújo,31,FEMININO,Fortaleza
394,150,49,1,2023-08-09,Produto 49,Eletrônicos,402.04,Maysa Fogaça,44,FEMININO,Belém
395,60,42,7,2024-06-17,Produto 42,Higiene,342.11,Catarina Melo,61,MASCULINO,Fortaleza
396,64,38,9,2024-11-22,Produto 38,Higiene,371.78,Srta. Juliana Araújo,31,FEMININO,Fortaleza
397,93,18,8,2024-01-02,Produto 18,Alimentos,77.57,Maria Fernanda da Mata,64,MASCULINO,São Paulo
398,72,45,8,2024-07-03,Produto 45,Limpeza,241.47,Luiza Nascimento,59,FEMININO,Belém
399,11,35,6,2024-08-04,Produto 35,Alimentos,130.57,Ana Lívia das Neves,28,FEMININO,Rio de Janeiro
400,105,30,4,2023-04-26,Produto 30,Limpeza,192.1,Caroline Fernandes,26,MASCULINO,Manaus
401,14,24,8,2023-08-27,Produto 24,Alimentos,122.16,Joaquim da Costa,53,FEMININO,Manaus
402,60,42,3,2023-12-01,Produto 42,Higiene,342.11,Catarina Melo,61,MASCULINO,Fortaleza
403,30,30,9,2024-03-16,Produto 30,Limpeza,192.1,Bárbara Vieira,42,MASCULINO,Fortaleza
404,35,14,2,2023-05-28,Produto 14,Eletrônicos,215.92,Yago Dias,33,MASCULINO,São Paulo
405,165,6,2,2023-01-09,Produto 6,Eletrônicos,369.83,Guilherme Rodrigues,54,FEMININO,Rio de Janeiro
406,5,3,7,2023-10-15,Produto 3,Alimentos,487.25,Thomas Alves,60,FEMININO,Manaus
407,83,16,4,2024-01-23,Produto 16,Alimentos,201.34,Beatriz Lima,65,FEMININO,Fortaleza
408,123,7,8,2023-02-19,Produto 7,Alimentos,275.23,Natália Dias,24,MASCULINO,Rio de Janeiro
409,78,14,9,2024-05-31,Produto 14,Eletrônicos,215.92,Sr. Enzo Araújo,51,FEMININO,Rio de Janeiro
410,154,9,7,2024-09-29,Produto 9,Alimentos,484.48,Dra. Clarice Fernandes,43,MASCULINO,Manaus
411,62,15,5,2024-08-09,Produto 15,Limpeza,115.18,Vicente Lopes,64,MASCULINO,Fortaleza
412,132,21,8,2024-11-07,Produto 21,Alimentos,292.75,Daniel Moreira,54,MASCULINO,Fortaleza
413,89,35,4,2023-10-05,Produto 35,Alimentos,130.57,Carlos Eduardo Costela,38,MASCULINO,Fortaleza
414,42,2,2,2023-10-27,Produto 2,Eletrônicos,465.81,Kaique Alves,54,MASCULINO,Rio de Janeiro
415,89,27,6,2024-08-11,Produto 27,Higiene,178.36,Carlos Eduardo Costela,38,MASCULINO,Fortaleza
416,146,2,9,2024-10-10,Produto 2,Eletrônicos,465.81,Joana Pereira,22,MASCULINO,São Paulo
417,40,35,1,2024-09-09,Produto 35,Alimentos,130.57,Heitor Lopes,69,FEMININO,São Paulo
418,72,18,7,2024-08-29,Produto 18,Alimentos,77.57,Luiza Nascimento,59,FEMININO,Belém
419,39,14,9,2023-05-15,Produto 14,Eletrônicos,215.92,Luiz Otávio Nascimento,61,FEMININO,Rio de Janeiro
420,104,20,9,2024-08-02,Produto 20,Alimentos,120.45,Alexia Souza,24,FEMININO,Belém
421,14,18,3,2023-05-27,Produto 18,Alimentos,77.57,Joaquim da Costa,53,FEMININO,Manaus
422,32,10,5,2024-05-04,Produto 10,Higiene,345.57,Amanda Lima,44,MASCULINO,Belém
423,179,25,8,2024-04-22,Produto 25,Eletrônicos,454.31,Dr. Guilherme Fernandes,19,FEMININO,Belém
424,125,2,8,2023-06-08,Produto 2,Eletrônicos,465.81,Srta. Ana Beatriz Rezende,25,FEMININO,Manaus
425,166,25,4,2024-01-19,Produto 25,Eletrônicos,454.31,Luna Cavalcanti,40,FEMININO,Rio de Janeiro
426,97,33,1,2023-06-12,Produto 33,Higiene,168.48,Dr. Isaac Castro,62,FEMININO,Manaus
427,23,36,1,2024-03-16,Produto 36,Limpeza,205.58,Pietra da Luz,55,FEMININO,Belém
428,63,31,4,2023-07-08,Produto 31,Eletrônicos,354.02,Dr. Kevin Campos,52,FEMININO,Manaus
429,143,14,6,2024-02-19,Produto 14,Eletrônicos,215.92,Otávio Freitas,31,MASCULINO,São Paulo
430,153,1,8,2023-12-05,Produto 1,Eletrônicos,61.16,Carolina da Paz,32,FEMININO,São Paulo
431,145,46,6,2024-08-29,Produto 46,Higiene,46.03,Alana Rodrigues,18,FEMININO,São Paulo
432,194,16,9,2023-06-30,Produto 16,Alimentos,201.34,Daniela Silva,18,FEMININO,Belém
433,53,46,9,2023-10-15,Produto 46,Higiene,46.03,Emanuella Ribeiro,26,FEMININO,Rio de Janeiro
434,104,3,2,2023-07-06,Produto 3,Alimentos,487.25,Alexia Souza,24,FEMININO,Belém
435,104,35,1,2023-05-18,Produto 35,Alimentos,130.57,Alexia Souza,24,FEMININO,Belém
436,179,41,2,2023-05-10,Produto 41,Eletrônicos,373.38,Dr. Guilherme Fernandes,19,FEMININO,Belém
437,39,6,5,2023-07-13,Produto 6,Eletrônicos,369.83,Luiz Otávio Nascimento,61,FEMININO,Rio de Janeiro
438,179,25,4,2023-11-12,Produto 25,Eletrônicos,454.31,Dr. Guilherme Fernandes,19,FEMININO,Belém
439,198,13,4,2023-05-24,Produto 13,Alimentos,420.05,Heitor Campos,58,MASCULINO,Belém
440,134,34,9,2023-01-16,Produto 34,Limpeza,220.05,Dr. Guilherme Moreira,61,MASCULINO,São Paulo
441,67,8,8,2023-10-29,Produto 8,Higiene,354.39,Alexandre Costa,67,FEMININO,São Paulo
442,135,21,6,2024-02-27,Produto 21,Alimentos,292.75,Sr. Lucas Gabriel Azevedo,57,MASCULINO,Belém
443,179,34,1,2023-09-02,Produto 34,Limpeza,220.05,Dr. Guilherme Fernandes,19,FEMININO,Belém
444,200,4,2,2023-04-17,Produto 4,Limpeza,497.99,André Costa,56,FEMININO,Manaus
445,42,25,6,2023-03-29,Produto 25,Eletrônicos,454.31,Kaique Alves,54,MASCULINO,Rio de Janeiro
446,192,15,2,2023-05-09,Produto 15,Limpeza,115.18,Ana Luiza Silva,56,MASCULINO,Fortaleza
447,15,4,5,2023-12-07,Produto 4,Limpeza,497.99,Camila Nogueira,57,FEMININO,Manaus
448,111,45,5,2023-01-04,Produto 45,Limpeza,241.47,Dr. Vicente Araújo,28,FEMININO,Manaus
449,157,12,6,2023-11-23,Produto 12,Bebidas,434.1,Lavínia Gonçalves,68,MASCULINO,Fortaleza
450,33,32,6,2024-02-14,Produto 32,Alimentos,128.12,Gabriela Araújo,59,FEMININO,Manaus
451,155,32,6,2023-11-02,Produto 32,Alimentos,128.12,Dr. Carlos Eduardo Cavalcanti,59,FEMININO,Fortaleza
452,164,28,2,2024-08-29,Produto 28,Alimentos,355.55,Joaquim da Cruz,47,FEMININO,Belém
453,157,13,3,2024-12-21,Produto 13,Alimentos,420.05,Lavínia Gonçalves,68,MASCULINO,Fortaleza
454,38,31,6,2023-08-13,Produto 31,Eletrônicos,354.02,Vitor Nunes,68,FEMININO,São Paulo
455,185,14,8,2023-12-14,Produto 14,Eletrônicos,215.92,Lucas Gabriel Nascimento,61,FEMININO,Belém
456,97,20,1,2023-11-17,Produto 20,Alimentos,120.45,Dr. Isaac Castro,62,FEMININO,Manaus
457,155,18,1,2024-07-12,Produto 18,Alimentos,77.57,Dr. Carlos Eduardo Cavalcanti,59,FEMININO,Fortaleza
458,183,29,2,2023-06-30,Produto 29,Limpeza,243.43,Catarina Martins,45,MASCULINO,Manaus
459,33,6,6,2024-09-09,Produto 6,Eletrônicos,369.83,Gabriela Araújo,59,FEMININO,Manaus
460,196,32,9,2024-12-11,Produto 32,Alimentos,128.12,Yago Nogueira,69,FEMININO,Belém
461,86,29,4,2024-01-21,Produto 29,Limpeza,243.43,Dr. Luigi Campos,31,MASCULINO,Belém
462,66,43,3,2024-09-09,Produto 43,Limpeza,122.57,Thiago Silva,53,FEMININO,Fortaleza
463,10,2,8,2023-04-18,Produto 2,Eletrônicos,465.81,Marina Moraes,40,FEMININO,Belém
464,5,23,9,2024-06-14,Produto 23,Limpeza,440.78,Thomas Alves,60,FEMININO,Manaus
465,123,19,5,2024-02-14,Produto 19,Higiene,259.1,Natália Dias,24,MASCULINO,Rio de Janeiro
466,74,31,9,2023-10-23,Produto 31,Eletrônicos,354.02,Maria Vitória Jesus,46,MASCULINO,São Paulo
467,97,5,2,2023-06-20,Produto 5,Bebidas,32.66,Dr. Isaac Castro,62,FEMININO,Manaus
468,118,19,3,2023-11-27,Produto 19,Higiene,259.1,Ana Julia Nogueira,22,MASCULINO,Belém
469,38,34,7,2024-05-07,Produto 34,Limpeza,220.05,Vitor Nunes,68,FEMININO,São Paulo
470,141,10,7,2023-07-14,Produto 10,Higiene,345.57,Vitor Hugo da Rosa,54,FEMININO,Belém
471,159,25,6,2023-01-12,Produto 25,Eletrônicos,454.31,Ian Silveira,56,MASCULINO,São Paulo
472,47,2,6,2023-07-14,Produto 2,Eletrônicos,465.81,Bruno Santos,56,FEMININO,Manaus
473,109,11,2,2024-05-04,Produto 11,Limpeza,419.3,Felipe Silveira,25,MASCULINO,São Paulo
474,180,50,6,2023-07-01,Produto 50,Alimentos,489.06,Vitor Souza,59,FEMININO,Rio de Janeiro
475,184,31,4,2024-10-17,Produto 31,Eletrônicos,354.02,Isabelly Fogaça,45,MASCULINO,São Paulo
476,15,15,3,2023-11-12,Produto 15,Limpeza,115.18,Camila Nogueira,57,FEMININO,Manaus
477,157,9,2,2024-11-24,Produto 9,Alimentos,484.48,Lavínia Gonçalves,68,MASCULINO,Fortaleza
478,136,23,1,2023-01-30,Produto 23,Limpeza,440.78,Isabella da Costa,39,FEMININO,Fortaleza
479,5,19,5,2024-08-18,Produto 19,Higiene,259.1,Thomas Alves,60,FEMININO,Manaus
480,157,9,2,2024-11-08,Produto 9,Alimentos,484.48,Lavínia Gonçalves,68,MASCULINO,Fortaleza
481,47,35,2,2023-04-06,Produto 35,Alimentos,130.57,Bruno Santos,56,FEMININO,Manaus
482,68,21,7,2024-01-16,Produto 21,Alimentos,292.75,Vitor Gabriel Pereira,57,FEMININO,São Paulo
483,76,9,8,2024-03-19,Produto 9,Alimentos,484.48,Dr. Pedro Henrique Aragão,43,FEMININO,Fortaleza
484,173,28,8,2023-10-25,Produto 28,Alimentos,355.55,Alana das Neves,30,FEMININO,Rio de Janeiro
485,130,46,4,2023-12-27,Produto 46,Higiene,46.03,Sra. Stella Fernandes,40,MASCULINO,Fortaleza
486,155,7,1,2024-01-09,Produto 7,Alimentos,275.23,Dr. Carlos Eduardo Cavalcanti,59,FEMININO,Fortaleza
487,95,16,7,2024-07-07,Produto 16,Alimentos,201.34,Ana Fernandes,43,MASCULINO,São Paulo
488,115,16,1,2023-10-30,Produto 16,Alimentos,201.34,Sr. Leonardo Jesus,52,FEMININO,Belém
489,164,33,4,2024-02-25,Produto 33,Higiene,168.48,Joaquim da Cruz,47,FEMININO,Belém
490,36,4,8,2023-09-03,Produto 4,Limpeza,497.99,Rafael Rezende,32,MASCULINO,Manaus
491,26,4,2,2024-12-20,Produto 4,Limpeza,497.99,Rebeca da Cunha,50,FEMININO,Belém
492,43,39,6,2023-08-25,Produto 39,Bebidas,384.76,Milena Aragão,68,FEMININO,São Paulo
